bytes,psnr,ssim
68516.0,35.3202943906,0.928877702119
2805.0,35.0535322349,0.927144885141
3760.0,34.9165695541,0.925876840161
3908.0,34.7744171719,0.924855421363
4499.0,34.6855757347,0.924120369686
4192.0,34.6685609999,0.923922666493
4321.0,34.6235817262,0.923651868298
4482.0,34.6167225378,0.923463334936
4379.0,34.578523555,0.923109850409
4501.0,34.5644560693,0.923097978396
4670.0,34.5411781161,0.922881099167
4710.0,34.5271172846,0.922638262609
4609.0,34.5056401406,0.922478955743
4702.0,34.4893586984,0.922176114572
4419.0,34.4768754528,0.922137724954
4444.0,34.4803949842,0.921985253227
4745.0,34.4859808109,0.922609880286
4625.0,34.4699212961,0.922087265402
4601.0,34.4180039056,0.921471973307
4928.0,34.391055045,0.921178715212
4496.0,34.3594007932,0.920859601793
4546.0,34.3432555733,0.920670040955
4496.0,34.3137651844,0.920253897606
4751.0,34.3073963159,0.920115928595
4596.0,34.284024411,0.919872050659
4848.0,34.2815766942,0.919737741559
5241.0,34.2588572027,0.919536672064
5222.0,34.2979633506,0.91963042075
4884.0,34.2457705127,0.919278967142
5207.0,34.243695596,0.919094996336
4105.0,34.1847547436,0.918797728674
4803.0,34.1830698105,0.918772036406
5230.0,34.2197080034,0.919883729424
5088.0,34.1765675799,0.919378474716
5336.0,34.1871260245,0.919129698065
4840.0,34.1752603361,0.91930188949
4708.0,34.1736813146,0.919440805866
5345.0,34.1852797188,0.919643323912
4812.0,34.1852638199,0.919526859454
4855.0,34.1588740573,0.919389759289
4962.0,34.1450727576,0.919174340249
5428.0,34.1546607311,0.919246398816
4792.0,34.170394379,0.919328887102
4924.0,34.1659934639,0.919250257908
4845.0,34.1689074727,0.919038644144
5277.0,34.1422014059,0.919012853208
4871.0,34.1439412112,0.919057430765
5239.0,34.125274332,0.918999136113
5220.0,34.1433517958,0.919852510576
5724.0,34.1092681418,0.919085410675
5690.0,34.126239747,0.919288757165
5430.0,34.1201673263,0.919220021653
5688.0,34.0909454426,0.919031043213
5497.0,34.0803818232,0.919038705021
5720.0,34.0750155454,0.918785427067
5643.0,34.0872425501,0.918838780986
6089.0,34.0904652011,0.919046758298
5839.0,34.0657448436,0.918951456439
5588.0,34.0512860569,0.918686642656
5906.0,34.0156563761,0.918203370522
5867.0,34.003700182,0.917764286024
6272.0,33.9613126798,0.917546621016
6330.0,33.94288163,0.917404911556
6451.0,33.8861346074,0.916975826522
11832.0,33.6940317028,0.916029709604
1885.0,33.7756013397,0.916605475782
1747.0,33.9639342662,0.917619344442
5639.0,33.9256105615,0.917616233079
5821.0,33.8795831504,0.917230935198
5976.0,33.906113893,0.917271346893
5773.0,33.8416834683,0.916503423721
5917.0,33.8157445907,0.915949054052
6194.0,33.7976885244,0.915932289908
5918.0,33.7692868396,0.915764307167
6121.0,33.8203846634,0.916158092548
6004.0,33.8504243382,0.916630267394
5863.0,33.8628815241,0.91712565383
5932.0,33.8495062694,0.916789496818
5887.0,33.8742110557,0.916859180969
6297.0,33.8683583145,0.916357744754
5952.0,33.8599239992,0.916882956604
5730.0,33.9421257724,0.917420110596
5755.0,33.9430255322,0.917284564153
5761.0,33.9254037688,0.916798538843
5817.0,33.9313045699,0.916731556994
5730.0,33.913437139,0.916076647923
5663.0,33.9208812194,0.91606826552
5488.0,33.9164726618,0.916173819094
5764.0,33.92680191,0.916433884882
5866.0,34.0210731066,0.917619823021
5762.0,34.0329627447,0.91794931897
5852.0,34.0659782389,0.918340720464
6022.0,34.0901948572,0.918624554473
5998.0,34.1073530436,0.918754375962
6271.0,34.0951981953,0.918291364081
10315.0,33.952103298,0.91795207674
1612.0,34.021051412,0.91878910989
1326.0,34.181939791,0.919615545829
4759.0,34.1466659319,0.919444522387
5553.0,34.134871859,0.919124540667
5111.0,34.1524713371,0.919124046403
5324.0,34.1799563228,0.91943940369
5089.0,34.18903895,0.919574099867
4883.0,34.2038738374,0.919644587112
5099.0,34.2041165686,0.91960981001
5254.0,34.1585402573,0.919231427867
5109.0,34.114561752,0.918970959633
4929.0,34.1151462549,0.919167641254
5293.0,34.1246123773,0.919073101517
5447.0,34.0920723059,0.91886820702
4786.0,34.093029133,0.918891460278
5159.0,34.1037810614,0.91869240187
5117.0,34.1083025242,0.91920107202
5147.0,34.1152663635,0.91901352004
4969.0,34.1260328084,0.918855230997
4865.0,34.137915981,0.919015137635
5114.0,34.1812203156,0.919366362739
4969.0,34.1460003859,0.919175761032
5132.0,34.142476957,0.919136657552
5394.0,34.1283149485,0.919156115941
5283.0,34.1226279144,0.919015348762
5481.0,34.1468621702,0.919312689692
5121.0,34.1589492683,0.919447133278
4847.0,34.1812380544,0.919666003002
5403.0,34.1567885979,0.919342503927
5111.0,34.1706637314,0.919461242865
4801.0,34.158152605,0.919269804752
4911.0,34.2046198066,0.919670893868
5334.0,34.2513222391,0.920612098886
4670.0,34.2304143065,0.920273420411
4902.0,34.2273629255,0.92018888144
4838.0,34.21116295,0.920080996072
4928.0,34.2257609309,0.920205517866
4757.0,34.2266944833,0.920131558015
4685.0,34.2400995616,0.920267580433
5042.0,34.2427798491,0.920190445353
5153.0,34.2682914146,0.920318728367
4631.0,34.2389706323,0.920235523002
4534.0,34.2161390324,0.920094406675
5068.0,34.2570018369,0.920253142699
4639.0,34.2747820696,0.920489943668
4634.0,34.2925762065,0.920523861848
4696.0,34.2961898371,0.920358114717
4474.0,34.2519523936,0.919927981287
4797.0,34.2181821892,0.920147687674
4728.0,34.216481742,0.919673295075
4694.0,34.1911335863,0.919161566206
5164.0,34.1555823738,0.918432738145
4877.0,34.1249618446,0.917981479951
4677.0,34.0787660267,0.917508050382
5098.0,34.0484228901,0.917116613694
5151.0,34.0367499612,0.916913034488
4838.0,34.0394759096,0.916849022961
5160.0,34.0765508966,0.916946813851
5583.0,34.0376194948,0.916607067371
5013.0,34.0522873986,0.916663763467
4868.0,34.0507729778,0.916537563488
5136.0,34.083577127,0.916554508574
5064.0,34.0562907015,0.916349579146
4914.0,34.0839041624,0.916504085871
4879.0,34.0832636667,0.917258343498
4680.0,34.0721849761,0.916958608735
5013.0,34.0695649903,0.916707613815
4997.0,34.0727290489,0.916492702069
4805.0,34.0588975552,0.916285230672
4576.0,34.051367809,0.916386368068
4536.0,34.0724011142,0.916482855495
4617.0,34.060074782,0.916504666536
4538.0,34.0545410866,0.916581785058
5143.0,34.0370427855,0.916688746283
4820.0,34.0611567839,0.916730790573
4849.0,34.0606648025,0.916793904514
4686.0,34.0928950444,0.916929638097
4852.0,34.0912266076,0.917036703545
4790.0,34.1279283764,0.917270142248
4534.0,34.1294960093,0.917366993783
4821.0,34.1694310864,0.918287339369
4392.0,34.14028845,0.917752478457
4528.0,34.1504673871,0.917726691749
4562.0,34.143446962,0.917646291756
4709.0,34.1667031403,0.917987398313
4574.0,34.1778869162,0.918132473794
8595.0,34.0363381945,0.917453223704
800.0,34.0961722731,0.917746138288
701.0,34.2216563714,0.918373933043
3755.0,34.2229825461,0.918760890634
4288.0,34.2200078713,0.9189687273
4217.0,34.237615114,0.919031496364
4317.0,34.2455165197,0.919227428524
4353.0,34.2316519673,0.918952506252
4182.0,34.249064629,0.919094116562
4376.0,34.2546046318,0.919263795882
4427.0,34.2804699133,0.920217878115
4345.0,34.2770722682,0.920031558167
4427.0,34.2580673772,0.919581608721
4421.0,34.2585811863,0.919663470179
4401.0,34.241174369,0.919620818557
4229.0,34.2212784185,0.919470937321
4395.0,34.2519355436,0.919640030112
4853.0,34.23475842,0.919552695329
4430.0,34.2342359998,0.919589802272
4617.0,34.2450375123,0.919765951943
4176.0,34.2653028024,0.920047734415
4265.0,34.2927210054,0.92030159815
4132.0,34.2591804548,0.92011490242
4214.0,34.2558966339,0.919958680897
4109.0,34.2476310475,0.919939277219
4065.0,34.2590517593,0.919979303694
4346.0,34.2811691821,0.920859447413
4350.0,34.2752032325,0.920503865986
4071.0,34.245556765,0.920134487633
4157.0,34.2415498658,0.919883545476
4212.0,34.2334224553,0.919796612713
4290.0,34.2358640479,0.919884836365
4992.0,34.243158601,0.919771650899
4103.0,34.2515086745,0.919624615095
4182.0,34.264649984,0.919645383832
4226.0,34.2434935545,0.919477611434
4547.0,34.2554725291,0.919489957193
4294.0,34.2235139786,0.919174460762
4637.0,34.2183159046,0.919058008297
4570.0,34.2349418524,0.919278555778
4856.0,34.2513253755,0.919193602521
5025.0,34.2552981351,0.919040685277
8765.0,34.138015037,0.919072650471
928.0,34.1415885606,0.918602767601
792.0,34.264433155,0.918870405176
3920.0,34.2344165438,0.91858398339
4471.0,34.2370315763,0.918411012478
4691.0,34.2193951597,0.918271275373
4454.0,34.2607105644,0.918596210489
4332.0,34.2624589282,0.91858988878
4692.0,34.2771880097,0.918717755074
4484.0,34.2775197505,0.918725293596
4504.0,34.2728235207,0.91887289808
4620.0,34.2884240469,0.918942821451
4705.0,34.2739713948,0.91884590006
4879.0,34.2785739918,0.918917804925
4573.0,34.267526631,0.918817642911
4451.0,34.2563110287,0.918703232854
68155.0,35.2403235264,0.92789714071
2988.0,34.9825260852,0.92612499306
3911.0,34.8334429182,0.925076231923
4508.0,34.7009113582,0.924007209177
8670.0,34.4469866099,0.922418337215
1043.0,34.4595230384,0.922541305416
868.0,34.6307476064,0.9232014721
8034.0,34.4333593913,0.922189421961
899.0,34.4434476603,0.922097834839
861.0,34.5257327029,0.922209068542
3832.0,34.4643071454,0.921786827425
