bytes,psnr,ssim
57785.0,34.324787559,0.938270358843
1280.0,34.385541762,0.938778638075
7517.0,33.9602887088,0.938589123236
2183.0,33.9533847401,0.938421169926
9593.0,33.739934515,0.936439252375
2660.0,33.7883514271,0.93690487633
2543.0,34.0104104375,0.938371778645
8875.0,33.8932795833,0.938101682568
2259.0,33.9418972612,0.938466634403
2108.0,33.9187203078,0.938034235222
7949.0,33.6684284787,0.936769676037
1727.0,33.6579840746,0.936607420086
1614.0,33.6906653261,0.936510809106
7877.0,33.5217688748,0.935130569921
1515.0,33.508944614,0.935615571107
1486.0,33.6035278689,0.935980645799
8085.0,33.4741039361,0.933985959874
1637.0,33.4974961935,0.934825736098
1632.0,33.6695889937,0.935580548866
7753.0,33.5152689896,0.934440027128
1725.0,33.5317122812,0.934736997028
1696.0,33.6518363324,0.935280322981
7369.0,33.5818264841,0.935018790342
1638.0,33.5382361971,0.934752304621
1613.0,33.6435681918,0.935200071908
7044.0,33.5503137305,0.934323158824
1616.0,33.6073235547,0.934635692093
1567.0,33.6982964453,0.93527405645
7284.0,33.6447476268,0.934545167043
1716.0,33.6676744587,0.935146413132
1601.0,33.7317782123,0.935421009875
4769.0,33.5398892762,0.931830647281
1370.0,33.4038110921,0.932960031151
1294.0,33.2329246034,0.932906503853
5031.0,33.2285813951,0.933200882009
1134.0,33.2093465373,0.933603667469
1148.0,33.2139631717,0.934299158298
5192.0,33.1658235011,0.934290395172
1223.0,33.1349167259,0.934723443211
1210.0,33.1617379993,0.935143536187
4740.0,33.1738096536,0.935447745785
1266.0,33.2158577759,0.935490197829
1301.0,33.1082799228,0.935095422261
4555.0,33.0671684584,0.934491570423
1114.0,33.1349897257,0.934622365371
1134.0,33.1599974379,0.934749258984
4283.0,33.115159241,0.932897036702
1103.0,33.1587622159,0.934125412132
993.0,33.1391453497,0.934719843745
4171.0,33.1836455759,0.93495707776
1342.0,33.0384571775,0.934408684773
1350.0,33.0114636836,0.9341367533
4080.0,32.8929090077,0.93350664178
1355.0,33.0492886623,0.933964253821
1338.0,33.0130967578,0.934365925228
4200.0,32.9864537797,0.933603918153
1352.0,32.9175462054,0.933818550893
1243.0,32.8599743114,0.932306123176
3956.0,32.610753109,0.930251402129
1172.0,32.5549462312,0.929827435433
1174.0,32.515153377,0.929628993874
4897.0,32.4286051671,0.927499862043
